geoid,ctname,agg_income,agg_income_m
1400000US36081036800,"Census Tract 368, Queens County, New York",95584300,24146631
1400000US36081037100,"Census Tract 371, Queens County, New York",37958400,13702548
1400000US36081037300,"Census Tract 373, Queens County, New York",43049600,10180270
1400000US36081037501,"Census Tract 375.01, Queens County, New York",26023200,7570561
1400000US36081037502,"Census Tract 375.02, Queens County, New York",53683100,14089000
1400000US36081037600,"Census Tract 376, Queens County, New York",229104400,42259574
1400000US36081037700,"Census Tract 377, Queens County, New York",67829300,12002193
1400000US36081037900,"Census Tract 379, Queens County, New York",125008900,21226477
1400000US36081038100,"Census Tract 381, Queens County, New York",134394800,20616533
1400000US36081038301,"Census Tract 383.01, Queens County, New York", ,**
1400000US36081038302,"Census Tract 383.02, Queens County, New York", ,**
1400000US36081038400,"Census Tract 384, Queens County, New York",77993200,17539796
1400000US36081039400,"Census Tract 394, Queens County, New York",100071600,15700782
1400000US36081039800,"Census Tract 398, Queens County, New York",61303600,13782811
1400000US36081039901,"Census Tract 399.01, Queens County, New York",48003100,12065660
1400000US36081039902,"Census Tract 399.02, Queens County, New York",21784300,7001742
1400000US36081040000,"Census Tract 400, Queens County, New York",54282200,12144296
1400000US36081040101,"Census Tract 401.01, Queens County, New York",68093900,19843622
1400000US36081040102,"Census Tract 401.02, Queens County, New York",98854500,17613368
1400000US36081040200,"Census Tract 402, Queens County, New York",61858300,17167223
1400000US36081040301,"Census Tract 403.01, Queens County, New York",50613300,13790778
1400000US36081040302,"Census Tract 403.02, Queens County, New York",90082600,19751229
1400000US36081040400,"Census Tract 404, Queens County, New York",129182700,23950990
1400000US36081040501,"Census Tract 405.01, Queens County, New York",22527100,11696195
1400000US36081040502,"Census Tract 405.02, Queens County, New York",48017600,14797213
1400000US36081040701,"Census Tract 407.01, Queens County, New York",72495600,27728789
1400000US36081040702,"Census Tract 407.02, Queens County, New York",87561500,15840364
1400000US36081040901,"Census Tract 409.01, Queens County, New York",33022100,9860185
1400000US36081040902,"Census Tract 409.02, Queens County, New York",58993700,16258560
1400000US36081041100,"Census Tract 411, Queens County, New York",76186700,21850114
1400000US36081041300,"Census Tract 413, Queens County, New York",81871900,15374878
1400000US36081041400,"Census Tract 414, Queens County, New York",131359100,27881163
1400000US36081041500,"Census Tract 415, Queens County, New York",142531700,64381006
1400000US36081042400,"Census Tract 424, Queens County, New York",93687100,19285043
1400000US36081042600,"Census Tract 426, Queens County, New York", ,**
1400000US36081042700,"Census Tract 427, Queens County, New York",97760000,21108247
1400000US36081043200,"Census Tract 432, Queens County, New York",44013400,8241938
1400000US36081043400,"Census Tract 434, Queens County, New York",49220500,10962503
1400000US36081043701,"Census Tract 437.01, Queens County, New York",55534600,11192955
1400000US36081043702,"Census Tract 437.02, Queens County, New York",211246900,83637561
1400000US36081043900,"Census Tract 439, Queens County, New York",73276600,25020721
1400000US36081044000,"Census Tract 440, Queens County, New York",99320500,18394818
1400000US36081044301,"Census Tract 443.01, Queens County, New York",60448800,13489298
1400000US36081044302,"Census Tract 443.02, Queens County, New York",104368700,29553959
1400000US36081044400,"Census Tract 444, Queens County, New York",83798400,16270360
1400000US36081044601,"Census Tract 446.01, Queens County, New York",87614500,19660888
1400000US36081044602,"Census Tract 446.02, Queens County, New York",81890300,15422947
1400000US36081044800,"Census Tract 448, Queens County, New York",67168900,13144422
1400000US36081045000,"Census Tract 450, Queens County, New York",114120800,65203781
1400000US36081045200,"Census Tract 452, Queens County, New York",15689800,6132483
1400000US36081045400,"Census Tract 454, Queens County, New York",127392400,35842324
1400000US36081045500,"Census Tract 455, Queens County, New York",341269500,60905109
1400000US36081045600,"Census Tract 456, Queens County, New York",42249900,13527485
1400000US36081045700,"Census Tract 457, Queens County, New York",100635100,21904880
1400000US36081045800,"Census Tract 458, Queens County, New York",98926900,40009262
1400000US36081045900,"Census Tract 459, Queens County, New York",107141100,21957545
1400000US36081046000,"Census Tract 460, Queens County, New York",153181000,46756095
1400000US36081046100,"Census Tract 461, Queens County, New York",51203500,10425866
1400000US36081046200,"Census Tract 462, Queens County, New York",129385500,25334960
1400000US36081046300,"Census Tract 463, Queens County, New York",68894700,14170293
1400000US36081046400,"Census Tract 464, Queens County, New York",73445000,15694504
1400000US36081046500,"Census Tract 465, Queens County, New York",78747300,13005191
1400000US36081046600,"Census Tract 466, Queens County, New York",97463300,24637211
1400000US36081046700,"Census Tract 467, Queens County, New York",134504700,27244841
1400000US36081046800,"Census Tract 468, Queens County, New York",98095600,13763562
1400000US36081046901,"Census Tract 469.01, Queens County, New York",79564300,17429243
1400000US36081046902,"Census Tract 469.02, Queens County, New York",90312800,17481500
1400000US36081047000,"Census Tract 470, Queens County, New York",84194800,20601416
1400000US36081047100,"Census Tract 471, Queens County, New York",88973700,15432720
1400000US36081047200,"Census Tract 472, Queens County, New York",176556500,41377804
1400000US36081047300,"Census Tract 473, Queens County, New York",135531000,33617425
1400000US36081047500,"Census Tract 475, Queens County, New York",160873100,30429415
1400000US36081047600,"Census Tract 476, Queens County, New York",89381400,26241414
1400000US36081047801,"Census Tract 478.01, Queens County, New York",131685700,24061302
1400000US36081047802,"Census Tract 478.02, Queens County, New York",34639800,18455807
1400000US36081047900,"Census Tract 479, Queens County, New York",140994900,26845098
1400000US36081048000,"Census Tract 480, Queens County, New York",102248400,66690363
1400000US36081048100,"Census Tract 481, Queens County, New York",140104000,35746147
1400000US36081048200,"Census Tract 482, Queens County, New York",39672200,11190630
1400000US36081048301,"Census Tract 483.01, Queens County, New York",69468500,20416395
1400000US36081048302,"Census Tract 483.02, Queens County, New York",71000700,23992213
1400000US36081048400,"Census Tract 484, Queens County, New York",137025000,23500806
1400000US36081048500,"Census Tract 485, Queens County, New York",131634500,47781666
1400000US36081048900,"Census Tract 489, Queens County, New York",37481800,13694513
1400000US36081049201,"Census Tract 492.01, Queens County, New York",102959100,16461591
1400000US36081049202,"Census Tract 492.02, Queens County, New York",66810500,17405878
1400000US36081049301,"Census Tract 493.01, Queens County, New York",76332700,18442646
1400000US36081049302,"Census Tract 493.02, Queens County, New York",84314600,15128843
1400000US36081049500,"Census Tract 495, Queens County, New York",60333600,13167037
1400000US36081049600,"Census Tract 496, Queens County, New York",94147000,14760483
1400000US36081049700,"Census Tract 497, Queens County, New York",97089800,28064697
1400000US36081049900,"Census Tract 499, Queens County, New York",142472100,24330878
1400000US36081050000,"Census Tract 500, Queens County, New York",127614800,19596445
1400000US36081050201,"Census Tract 502.01, Queens County, New York",42818100,9243807
1400000US36081050202,"Census Tract 502.02, Queens County, New York",34377300,7728310
1400000US36081050400,"Census Tract 504, Queens County, New York",58494600,13614846
1400000US36081050500,"Census Tract 505, Queens County, New York",61640800,17452551
1400000US36081050600,"Census Tract 506, Queens County, New York",57232000,14665628
1400000US36081050700,"Census Tract 507, Queens County, New York",145011700,29677274
1400000US36081050800,"Census Tract 508, Queens County, New York",55154900,14342175
1400000US36081051000,"Census Tract 510, Queens County, New York",42902400,10556392
1400000US36081051100,"Census Tract 511, Queens County, New York",93317700,18774493
1400000US36081051200,"Census Tract 512, Queens County, New York",74042000,17017031
1400000US36081051300,"Census Tract 513, Queens County, New York",94579400,17347696
1400000US36081051500,"Census Tract 515, Queens County, New York",135936000,35858851
1400000US36081051600,"Census Tract 516, Queens County, New York",59431600,12820092
1400000US36081051700,"Census Tract 517, Queens County, New York",72837400,18086303
1400000US36081051800,"Census Tract 518, Queens County, New York",77843900,20383648
1400000US36081052000,"Census Tract 520, Queens County, New York",35210100,7702945
1400000US36081052100,"Census Tract 521, Queens County, New York",96287300,39981795
1400000US36081052200,"Census Tract 522, Queens County, New York",48120600,10096447
1400000US36081052400,"Census Tract 524, Queens County, New York",66531200,11826017
1400000US36081052500,"Census Tract 525, Queens County, New York",75844600,12093258
1400000US36081052600,"Census Tract 526, Queens County, New York",73210100,14394389
1400000US36081052800,"Census Tract 528, Queens County, New York",43231200,10648368
1400000US36081053000,"Census Tract 530, Queens County, New York",77636000,21764508
1400000US36081053100,"Census Tract 531, Queens County, New York",123016800,35194285
1400000US36081053200,"Census Tract 532, Queens County, New York",59614900,13350785
1400000US36081053401,"Census Tract 534.01, Queens County, New York",63461200,13825001
1400000US36081053501,"Census Tract 535.01, Queens County, New York",41531400,21545088
1400000US36081053502,"Census Tract 535.02, Queens County, New York", ,**
1400000US36081053601,"Census Tract 536.01, Queens County, New York",58773200,12661428
1400000US36081053800,"Census Tract 538, Queens County, New York",45170100,11106363
1400000US36081053901,"Census Tract 539.01, Queens County, New York",148280500,21193029
1400000US36081053902,"Census Tract 539.02, Queens County, New York",8902700,4879062
1400000US36081054000,"Census Tract 540, Queens County, New York",111998200,22103754
1400000US36081054200,"Census Tract 542, Queens County, New York",171743700,27117273
1400000US36081054500,"Census Tract 545, Queens County, New York",108489900,18001630
1400000US36081054700,"Census Tract 547, Queens County, New York",171259900,65560928
1400000US36081054800,"Census Tract 548, Queens County, New York",76791100,13236314
1400000US36081054900,"Census Tract 549, Queens County, New York",146988700,20498601
1400000US36081055100,"Census Tract 551, Queens County, New York",126458500,20869429
1400000US36081055200,"Census Tract 552, Queens County, New York",83791500,19442682
1400000US36081055300,"Census Tract 553, Queens County, New York",102521300,35282062
1400000US36081055400,"Census Tract 554, Queens County, New York",73414900,14398686
1400000US36081055500,"Census Tract 555, Queens County, New York",66511900,17592743
1400000US36081055600,"Census Tract 556, Queens County, New York",92075800,20581945
1400000US36081055700,"Census Tract 557, Queens County, New York",122881400,20015832
1400000US36081055800,"Census Tract 558, Queens County, New York",88649100,36373244
1400000US36081055900,"Census Tract 559, Queens County, New York",31030200,8759692
1400000US36081056000,"Census Tract 560, Queens County, New York",45557600,12942201
1400000US36081056100,"Census Tract 561, Queens County, New York",null,null
1400000US36081056200,"Census Tract 562, Queens County, New York",50231800,12459538
1400000US36081056400,"Census Tract 564, Queens County, New York",44779100,11193977
1400000US36081056500,"Census Tract 565, Queens County, New York",62935400,20431131
1400000US36081056600,"Census Tract 566, Queens County, New York",37889600,7714122
1400000US36081056700,"Census Tract 567, Queens County, New York",214704100,74280343
1400000US36081056800,"Census Tract 568, Queens County, New York",170444600,26735309
1400000US36081057700,"Census Tract 577, Queens County, New York",136342800,26078725
1400000US36081057900,"Census Tract 579, Queens County, New York",49114800,13070895
1400000US36081058000,"Census Tract 580, Queens County, New York",134114500,22172884
1400000US36081058100,"Census Tract 581, Queens County, New York",105889400,26823230
1400000US36081058200,"Census Tract 582, Queens County, New York",177337000,33889117
1400000US36081058300,"Census Tract 583, Queens County, New York",132404000,21848937
1400000US36081058500,"Census Tract 585, Queens County, New York",140611500,23029277
1400000US36081058700,"Census Tract 587, Queens County, New York",142759000,27309385
1400000US36081058900,"Census Tract 589, Queens County, New York",166460900,25356037
1400000US36081059000,"Census Tract 590, Queens County, New York",49869900,18051249
1400000US36081059100,"Census Tract 591, Queens County, New York",192548800,47519937
1400000US36081059200,"Census Tract 592, Queens County, New York",70049400,15150776
1400000US36081059300,"Census Tract 593, Queens County, New York",123192100,24539833
1400000US36081059400,"Census Tract 594, Queens County, New York",78066900,12627398
1400000US36081059501,"Census Tract 595.01, Queens County, New York",67441200,19355923
1400000US36081059502,"Census Tract 595.02, Queens County, New York",64875300,18954260
1400000US36081059600,"Census Tract 596, Queens County, New York",46363000,10800482
1400000US36081059800,"Census Tract 598, Queens County, New York",62734600,14070549
1400000US36081059900,"Census Tract 599, Queens County, New York",50138600,15484435
1400000US36081060000,"Census Tract 600, Queens County, New York",50451100,22663715
1400000US36081060100,"Census Tract 601, Queens County, New York",83634600,22053762
1400000US36081060300,"Census Tract 603, Queens County, New York",92500100,35950181
1400000US36081060600,"Census Tract 606, Queens County, New York",39010000,11588271
1400000US36081060701,"Census Tract 607.01, Queens County, New York",null,null
1400000US36081060800,"Census Tract 608, Queens County, New York",55051200,14205732
1400000US36081061000,"Census Tract 610, Queens County, New York",61622200,13861243
1400000US36081061200,"Census Tract 612, Queens County, New York",72048900,15255396
1400000US36081061301,"Census Tract 613.01, Queens County, New York",154952300,21898611
1400000US36081061302,"Census Tract 613.02, Queens County, New York", ,**
1400000US36081061400,"Census Tract 614, Queens County, New York",59298900,14441411
1400000US36081061601,"Census Tract 616.01, Queens County, New York",92286700,16332108
1400000US36081061602,"Census Tract 616.02, Queens County, New York",42365400,7872199
1400000US36081061800,"Census Tract 618, Queens County, New York",70693100,8777562
1400000US36081061900,"Census Tract 619, Queens County, New York",117156500,32590636
1400000US36081062000,"Census Tract 620, Queens County, New York",62751800,14600623
1400000US36081062100,"Census Tract 621, Queens County, New York",101639100,17264180
1400000US36081062200,"Census Tract 622, Queens County, New York",89257100,21548028
1400000US36081062300,"Census Tract 623, Queens County, New York",75650900,13257815
1400000US36081062400,"Census Tract 624, Queens County, New York", ,**
1400000US36081062500,"Census Tract 625, Queens County, New York",80523200,16267539
1400000US36081062600,"Census Tract 626, Queens County, New York",104110400,17265138
1400000US36081062700,"Census Tract 627, Queens County, New York",92280200,22158224
1400000US36081062900,"Census Tract 629, Queens County, New York",117636800,26114198
1400000US36081063000,"Census Tract 630, Queens County, New York",75007000,14661800
1400000US36081063200,"Census Tract 632, Queens County, New York",82710300,10888149
1400000US36081063301,"Census Tract 633.01, Queens County, New York",52132000,9451810
1400000US36081063302,"Census Tract 633.02, Queens County, New York",72350800,21234955
1400000US36081063500,"Census Tract 635, Queens County, New York",81932800,16948231
1400000US36081063700,"Census Tract 637, Queens County, New York",126908900,27525679
1400000US36081063800,"Census Tract 638, Queens County, New York",133870900,37682770
1400000US36081063900,"Census Tract 639, Queens County, New York",98329200,19515887
1400000US36081064101,"Census Tract 641.01, Queens County, New York",96091500,17332012
1400000US36081064102,"Census Tract 641.02, Queens County, New York", ,**
1400000US36081064500,"Census Tract 645, Queens County, New York",84046800,17419914
1400000US36081064600,"Census Tract 646, Queens County, New York",124209500,19463935
1400000US36081065000,"Census Tract 650, Queens County, New York",131137000,31380437
1400000US36081065401,"Census Tract 654.01, Queens County, New York",111516800,30893341
1400000US36081065402,"Census Tract 654.02, Queens County, New York",null,null
1400000US36081065501,"Census Tract 655.01, Queens County, New York", ,**
1400000US36081065600,"Census Tract 656, Queens County, New York",169028300,35126756
1400000US36081065702,"Census Tract 657.02, Queens County, New York",55720200,10609917
1400000US36081065703,"Census Tract 657.03, Queens County, New York",113513500,28500957
1400000US36081065900,"Census Tract 659, Queens County, New York",80606300,17828407
1400000US36081066000,"Census Tract 660, Queens County, New York",97131800,16416219
1400000US36081066100,"Census Tract 661, Queens County, New York",75827400,11819225
1400000US36081066301,"Census Tract 663.01, Queens County, New York",136202300,16591348
1400000US36081066302,"Census Tract 663.02, Queens County, New York", ,**
1400000US36081066401,"Census Tract 664.01, Queens County, New York",58575200,21893833
1400000US36081066402,"Census Tract 664.02, Queens County, New York",109739100,19986331
1400000US36081066403,"Census Tract 664.03, Queens County, New York",176035900,45329731
1400000US36081066404,"Census Tract 664.04, Queens County, New York", ,**
1400000US36081066501,"Census Tract 665.01, Queens County, New York",157295100,32094113
1400000US36081066701,"Census Tract 667.01, Queens County, New York",101421300,24394329
1400000US36081066900,"Census Tract 669, Queens County, New York",67184900,17492718
1400000US36081067100,"Census Tract 671, Queens County, New York",124321000,20784912
1400000US36081067700,"Census Tract 677, Queens County, New York",91361000,18638895
1400000US36081067900,"Census Tract 679, Queens County, New York",165492000,44040260
1400000US36081068000,"Census Tract 680, Queens County, New York",202668800,36730702
1400000US36081068200,"Census Tract 682, Queens County, New York",36451500,7658772
1400000US36081068300,"Census Tract 683, Queens County, New York",141464300,35307624
1400000US36081068700,"Census Tract 687, Queens County, New York",139889500,27498784
1400000US36081069000,"Census Tract 690, Queens County, New York",121472500,20542220
1400000US36081069300,"Census Tract 693, Queens County, New York",111448500,25934244
1400000US36081069400,"Census Tract 694, Queens County, New York",118247200,24999441
1400000US36081069500,"Census Tract 695, Queens County, New York",103972200,21634716
1400000US36081069701,"Census Tract 697.01, Queens County, New York",167926500,23385177
1400000US36081069702,"Census Tract 697.02, Queens County, New York",202227800,38556828
1400000US36081070300,"Census Tract 703, Queens County, New York",129288800,56663638
1400000US36081070700,"Census Tract 707, Queens County, New York",152275700,27089364
1400000US36081070900,"Census Tract 709, Queens County, New York",156722900,28017253
1400000US36081071100,"Census Tract 711, Queens County, New York",333818800,51023455
1400000US36081071303,"Census Tract 713.03, Queens County, New York",273611000,35333775
1400000US36081071304,"Census Tract 713.04, Queens County, New York",314869100,66683228
1400000US36081071305,"Census Tract 713.05, Queens County, New York",279661400,47510514
1400000US36081071306,"Census Tract 713.06, Queens County, New York",321118300,66735699
1400000US36081071600,"Census Tract 716, Queens County, New York", ,**
1400000US36081071701,"Census Tract 717.01, Queens County, New York",213738600,57728656
1400000US36081071702,"Census Tract 717.02, Queens County, New York",194372200,27279651
1400000US36081071900,"Census Tract 719, Queens County, New York",75528000,15281297
1400000US36081072100,"Census Tract 721, Queens County, New York",222525700,69077243
1400000US36081072300,"Census Tract 723, Queens County, New York",331900100,308808708
1400000US36081072900,"Census Tract 729, Queens County, New York",83172500,19324099
1400000US36081073100,"Census Tract 731, Queens County, New York",107618800,20351932
1400000US36081073700,"Census Tract 737, Queens County, New York",134283100,20337462
1400000US36081073900,"Census Tract 739, Queens County, New York",399759100,103619524
1400000US36081074100,"Census Tract 741, Queens County, New York",167113700,26567828
1400000US36081074300,"Census Tract 743, Queens County, New York",183658100,23347373
1400000US36081074500,"Census Tract 745, Queens County, New York",112672100,30641015
1400000US36081074700,"Census Tract 747, Queens County, New York",144133500,24637092
1400000US36081074900,"Census Tract 749, Queens County, New York",140966200,30381474
1400000US36081075701,"Census Tract 757.01, Queens County, New York",335545800,85225968
1400000US36081075702,"Census Tract 757.02, Queens County, New York",352328100,81979119
1400000US36081076901,"Census Tract 769.01, Queens County, New York",318306000,64479034
1400000US36081076902,"Census Tract 769.02, Queens County, New York",65133500,14873324
1400000US36081077300,"Census Tract 773, Queens County, New York",131172200,22351502
1400000US36081077500,"Census Tract 775, Queens County, New York",119889800,28253812
1400000US36081077902,"Census Tract 779.02, Queens County, New York",228630200,32902802
1400000US36081077903,"Census Tract 779.03, Queens County, New York",115074100,24535575
1400000US36081077904,"Census Tract 779.04, Queens County, New York",237711100,63972347
1400000US36081077905,"Census Tract 779.05, Queens County, New York",127303900,26504177
1400000US36081077906,"Census Tract 779.06, Queens County, New York",111378200,24469164
1400000US36081077907,"Census Tract 779.07, Queens County, New York",80114100,18286851
1400000US36081077908,"Census Tract 779.08, Queens County, New York",79193600,17184978
1400000US36081078800,"Census Tract 788, Queens County, New York",64999300,17793726
1400000US36081079000,"Census Tract 790, Queens County, New York",79762700,14409940
1400000US36081079200,"Census Tract 792, Queens County, New York",92500900,24024899
1400000US36081079300,"Census Tract 793, Queens County, New York", ,**
1400000US36081079701,"Census Tract 797.01, Queens County, New York",259732200,160386188
1400000US36081079702,"Census Tract 797.02, Queens County, New York",102649800,41581568
1400000US36081079900,"Census Tract 799, Queens County, New York",77548900,26379326
1400000US36081080301,"Census Tract 803.01, Queens County, New York",73670800,17210131
1400000US36081080302,"Census Tract 803.02, Queens County, New York",98152400,22600939
1400000US36081080900,"Census Tract 809, Queens County, New York",242820400,52234536
1400000US36081081400,"Census Tract 814, Queens County, New York",132748900,22760795
1400000US36081081800,"Census Tract 818, Queens County, New York",112050800,22596445
1400000US36081083700,"Census Tract 837, Queens County, New York",134113900,29047128
1400000US36081083800,"Census Tract 838, Queens County, New York",162351500,34215218
1400000US36081084000,"Census Tract 840, Queens County, New York",221112000,36777158
1400000US36081084500,"Census Tract 845, Queens County, New York",118156900,27506086
1400000US36081084601,"Census Tract 846.01, Queens County, New York",94869300,14653932
1400000US36081084602,"Census Tract 846.02, Queens County, New York",26605600,12219034
1400000US36081084901,"Census Tract 849.01, Queens County, New York",56777800,20219466
1400000US36081084902,"Census Tract 849.02, Queens County, New York",76744800,18911103
1400000US36081085300,"Census Tract 853, Queens County, New York",172050300,44456288
1400000US36081085500,"Census Tract 855, Queens County, New York",156469600,33498001
1400000US36081085700,"Census Tract 857, Queens County, New York",140517800,54295516
1400000US36081085900,"Census Tract 859, Queens County, New York",152625300,41197471
1400000US36081086100,"Census Tract 861, Queens County, New York",48474000,7845916
1400000US36081086300,"Census Tract 863, Queens County, New York",150532900,48297212
1400000US36081086400,"Census Tract 864, Queens County, New York",76862200,14658748
1400000US36081086500,"Census Tract 865, Queens County, New York",143985800,34893864
1400000US36081086900,"Census Tract 869, Queens County, New York",53161100,20246591
1400000US36081087100,"Census Tract 871, Queens County, New York",115477800,26006932
1400000US36081088400,"Census Tract 884, Queens County, New York",403774200,99327220
1400000US36081088902,"Census Tract 889.02, Queens County, New York",139618000,29631855
1400000US36081088903,"Census Tract 889.03, Queens County, New York",131952100,28095179
1400000US36081089201,"Census Tract 892.01, Queens County, New York",431988400,100024762
1400000US36081089202,"Census Tract 892.02, Queens County, New York", ,**
1400000US36081090700,"Census Tract 907, Queens County, New York",44600700,19723512
1400000US36081091602,"Census Tract 916.02, Queens County, New York", ,**
1400000US36081091603,"Census Tract 916.03, Queens County, New York",205077700,44993692
1400000US36081091604,"Census Tract 916.04, Queens County, New York", ,**
1400000US36081091800,"Census Tract 918, Queens County, New York",null,null
1400000US36081091900,"Census Tract 919, Queens County, New York",158695000,44766524
1400000US36081092200,"Census Tract 922, Queens County, New York",166251300,27391165
1400000US36081092500,"Census Tract 925, Queens County, New York",72587300,23514718
1400000US36081092800,"Census Tract 928, Queens County, New York",208386500,45914668
1400000US36081092900,"Census Tract 929, Queens County, New York",200531200,38648265
1400000US36081093401,"Census Tract 934.01, Queens County, New York",165554700,21965437
1400000US36081093402,"Census Tract 934.02, Queens County, New York",186489400,34992029
1400000US36081093800,"Census Tract 938, Queens County, New York",141893800,24762578
1400000US36081093900,"Census Tract 939, Queens County, New York",200639700,39470533
1400000US36081094201,"Census Tract 942.01, Queens County, New York",116742200,25796330
1400000US36081094202,"Census Tract 942.02, Queens County, New York",156474400,30008487
1400000US36081094203,"Census Tract 942.03, Queens County, New York",227696400,49574636
1400000US36081094500,"Census Tract 945, Queens County, New York",154115100,50137427
1400000US36081094700,"Census Tract 947, Queens County, New York",56276700,10071935
1400000US36081095400,"Census Tract 954, Queens County, New York",194257300,35814571
1400000US36081096400,"Census Tract 964, Queens County, New York",217337600,30176759
1400000US36081097202,"Census Tract 972.02, Queens County, New York",45935100,7158573
1400000US36081097204,"Census Tract 972.04, Queens County, New York",80790100,18178243
1400000US36081097205,"Census Tract 972.05, Queens County, New York",44560800,11835764
1400000US36081097206,"Census Tract 972.06, Queens County, New York",109972700,73823647
1400000US36081097207,"Census Tract 972.07, Queens County, New York", ,**
1400000US36081097300,"Census Tract 973, Queens County, New York",115426500,24308111
1400000US36081098100,"Census Tract 981, Queens County, New York",94723000,13768057
1400000US36081098700,"Census Tract 987, Queens County, New York",140851200,30578084
1400000US36081099100,"Census Tract 991, Queens County, New York",404758400,90804702
1400000US36081099200,"Census Tract 992, Queens County, New York",88399300,21090372
1400000US36081099701,"Census Tract 997.01, Queens County, New York",135837500,15200102
1400000US36081099703,"Census Tract 997.03, Queens County, New York",233952200,37464268
1400000US36081099704,"Census Tract 997.04, Queens County, New York",414847700,91356095
1400000US36081099705,"Census Tract 997.05, Queens County, New York",157792500,34776324
1400000US36081099801,"Census Tract 998.01, Queens County, New York",262870300,60960287
1400000US36081099802,"Census Tract 998.02, Queens County, New York",222435100,108384721
1400000US36081099900,"Census Tract 999, Queens County, New York", ,**
1400000US36081100801,"Census Tract 1008.01, Queens County, New York",102705100,34795716
1400000US36081100803,"Census Tract 1008.03, Queens County, New York",80184600,23267389
1400000US36081100804,"Census Tract 1008.04, Queens County, New York",180874900,44393391
1400000US36081101002,"Census Tract 1010.02, Queens County, New York",177521600,72521883
1400000US36081101003,"Census Tract 1010.03, Queens County, New York",93568600,45458662
1400000US36081101004,"Census Tract 1010.04, Queens County, New York",148332900,28541345
1400000US36081101700,"Census Tract 1017, Queens County, New York",232710800,31856450
1400000US36081102900,"Census Tract 1029, Queens County, New York",144459200,23870338
1400000US36081103201,"Census Tract 1032.01, Queens County, New York",98577600,19089332
1400000US36081103202,"Census Tract 1032.02, Queens County, New York",210786900,52999656
1400000US36081103300,"Census Tract 1033, Queens County, New York",175880000,24365074
1400000US36081103900,"Census Tract 1039, Queens County, New York",219505700,33096475
1400000US36081104700,"Census Tract 1047, Queens County, New York",243765400,58031362
1400000US36081105900,"Census Tract 1059, Queens County, New York",195539700,49749305
1400000US36081107201,"Census Tract 1072.01, Queens County, New York",102506700,22565133
1400000US36081107202,"Census Tract 1072.02, Queens County, New York", ,**
1400000US36081108500,"Census Tract 1085, Queens County, New York",97233700,16260420
1400000US36081109300,"Census Tract 1093, Queens County, New York",162231700,35758594
1400000US36081109700,"Census Tract 1097, Queens County, New York",95152200,27505769
1400000US36081109900,"Census Tract 1099, Queens County, New York",140194400,26286875
1400000US36081111300,"Census Tract 1113, Queens County, New York",109974100,21761050
1400000US36081112300,"Census Tract 1123, Queens County, New York",95064700,22871436
1400000US36081112900,"Census Tract 1129, Queens County, New York",108586100,21883918
1400000US36081113300,"Census Tract 1133, Queens County, New York",71656200,18636280
1400000US36081113900,"Census Tract 1139, Queens County, New York",140868700,21178431
1400000US36081114100,"Census Tract 1141, Queens County, New York",127091700,30758294
1400000US36081114700,"Census Tract 1147, Queens County, New York",71360100,13441450
1400000US36081115100,"Census Tract 1151, Queens County, New York",34334000,7970888
1400000US36081115500,"Census Tract 1155, Queens County, New York",70051800,15391691
1400000US36081115700,"Census Tract 1157, Queens County, New York",89237100,22952631
1400000US36081115900,"Census Tract 1159, Queens County, New York",137349500,39989688
1400000US36081116100,"Census Tract 1161, Queens County, New York",68177100,13629027
1400000US36081116301,"Census Tract 1163.01, Queens County, New York",85890700,19914907
1400000US36081116302,"Census Tract 1163.02, Queens County, New York",99805900,32992068
1400000US36081116700,"Census Tract 1167, Queens County, New York",44920400,12451891
1400000US36081117100,"Census Tract 1171, Queens County, New York",73010900,15432180
1400000US36081117500,"Census Tract 1175, Queens County, New York",166108200,23530515
1400000US36081118100,"Census Tract 1181, Queens County, New York",62604500,10315038
1400000US36081118500,"Census Tract 1185, Queens County, New York",42189700,10739658
1400000US36081118700,"Census Tract 1187, Queens County, New York",61344200,19241421
1400000US36081118900,"Census Tract 1189, Queens County, New York",70853000,23642223
1400000US36081119100,"Census Tract 1191, Queens County, New York",57452500,17103818
1400000US36081119300,"Census Tract 1193, Queens County, New York",62149500,13298041
1400000US36081119500,"Census Tract 1195, Queens County, New York",48244300,10888031
1400000US36081119900,"Census Tract 1199, Queens County, New York",53196200,20954201
1400000US36081120100,"Census Tract 1201, Queens County, New York",33779200,12012862
1400000US36081120300,"Census Tract 1203, Queens County, New York",44525700,14765003
1400000US36081120500,"Census Tract 1205, Queens County, New York",57323900,22869541
1400000US36081120701,"Census Tract 1207.01, Queens County, New York",98244700,20029681
1400000US36081120702,"Census Tract 1207.02, Queens County, New York", ,**
1400000US36081121100,"Census Tract 1211, Queens County, New York", ,**
1400000US36081121500,"Census Tract 1215, Queens County, New York",154683600,26117755
1400000US36081122300,"Census Tract 1223, Queens County, New York",164783800,54795847
1400000US36081122702,"Census Tract 1227.02, Queens County, New York",117221400,28034545
1400000US36081122703,"Census Tract 1227.03, Queens County, New York",211132200,38478012
1400000US36081122704,"Census Tract 1227.04, Queens County, New York",134970000,37207408
1400000US36081124100,"Census Tract 1241, Queens County, New York",161627700,36864151
1400000US36081124700,"Census Tract 1247, Queens County, New York",154247400,34483151
1400000US36081125700,"Census Tract 1257, Queens County, New York",84473000,26566374
1400000US36081126500,"Census Tract 1265, Queens County, New York",78420000,20126927
